model_name,prompt_tokens,response_tokens,total_tokens,total_time,preprocess_time,first_token_time,generation_time,total_tokens_per_second,response_tokens_per_second,preprocess_speed,generation_speed,latency,timestamp,success,error_message,streaming_used
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113267,675,113942,77.88755440711975,53.26977205276489,53.26977205276489,24.61778235435486,1462.903808796242,8.666339637161567,2126.290307527626,27.419204146168482,53.26977205276489,2025-07-25T17:21:38.674248,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113267,760,114027,25.336444854736328,0.7185571193695068,0.7185571193695068,24.61788773536682,4500.5130220029305,29.996315756112388,157631.17078206028,30.871860663665323,0.7185571193695068,2025-07-25T17:22:04.311947,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113267,835,114102,25.320299863815308,0.6830112934112549,0.6830112934112549,24.637288570404053,4506.344735792829,32.97749254515269,165834.73961945114,33.891716517988,0.6830112934112549,2025-07-25T17:22:29.946185,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113264,336,113600,18.12346601486206,0.7534341812133789,0.7534341812133789,17.37003183364868,6268.116700571672,18.53950010028241,150330.3179284916,19.343660576897236,0.7534341812133789,2025-07-25T17:22:48.377048,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113264,485,113749,23.961776971817017,1.0273516178131104,1.0273516178131104,22.934425354003906,4747.102025604674,20.2405689932946,110248.52449359193,21.147248841590372,1.0273516178131104,2025-07-25T17:23:12.648354,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113264,465,113729,21.102314233779907,0.6789407730102539,0.6789407730102539,20.423373460769653,5389.408893264715,22.035497853389128,166824.56629878876,22.76803099611324,0.6789407730102539,2025-07-25T17:23:34.065925,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113262,255,113517,12.355132341384888,0.7640290260314941,0.7640290260314941,11.591103315353394,9187.841689057608,20.639196161893725,148243.05902133515,21.999631360565218,0.7640290260314941,2025-07-25T17:23:46.717148,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113262,381,113643,18.10499334335327,0.6404061317443848,0.6404061317443848,17.464587211608887,6276.8871462590605,21.04391825915104,176859.64325714487,21.8155743037972,0.6404061317443848,2025-07-25T17:24:05.133297,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113262,171,113433,8.942464113235474,0.6343052387237549,0.6343052387237549,8.308158874511719,12684.758760408242,19.122246154380203,178560.71980090727,20.582177421354366,0.6343052387237549,2025-07-25T17:24:14.386741,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113267,295,113562,12.371379375457764,0.6168899536132812,0.6168899536132812,11.754489421844482,9179.412946084518,23.84536041188895,183609.73352956455,25.09679403443705,0.6168899536132812,2025-07-25T17:24:27.058668,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113267,508,113775,19.58553647994995,0.5745511054992676,0.5745511054992676,19.010985374450684,5809.133700089013,25.937507533686826,197139.99140524564,26.72139239466847,0.5745511054992676,2025-07-25T17:24:46.958634,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113267,197,113464,8.350355625152588,0.6176552772521973,0.6176552772521973,7.732700347900391,13587.924286509253,23.59180959989356,183382.2265777412,25.476223199763602,0.6176552772521973,2025-07-25T17:24:55.610717,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113265,263,113528,11.320563554763794,0.8072385787963867,0.8072385787963867,10.513324975967407,10028.47600747106,23.23205896311825,140311.67857324288,25.01587277109728,0.8072385787963867,2025-07-25T17:25:07.227757,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113265,348,113613,13.347720861434937,0.7152388095855713,0.7152388095855713,12.632482051849365,8511.790228417027,26.071866771312486,158359.69536612366,27.548030432313467,0.7152388095855713,2025-07-25T17:25:20.885090,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113265,608,113873,21.444673538208008,0.5601935386657715,0.5601935386657715,20.884479999542236,5310.083168070258,28.352028717841076,202189.051072896,29.1125275809274,0.5601935386657715,2025-07-25T17:25:42.637711,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113271,258,113529,11.165963172912598,0.853538990020752,0.853538990020752,10.312424182891846,10167.416660965613,23.10593327281248,132707.47010308932,25.0183657522562,0.853538990020752,2025-07-25T17:25:54.121180,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113271,262,113533,12.274766445159912,0.663182258605957,0.663182258605957,11.611584186553955,9249.300221493617,21.344601640327728,170799.20116997918,22.563673982004296,0.663182258605957,2025-07-25T17:26:06.721006,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113271,251,113522,11.162656545639038,0.6292068958282471,0.6292068958282471,10.533449649810791,10169.80138516849,22.48568689485114,180021.866815203,23.828850789115286,0.6292068958282471,2025-07-25T17:26:18.199084,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113263,205,113468,9.729660034179688,0.6437091827392578,0.6437091827392578,9.08595085144043,11662.072426106772,21.069595369195614,175953.6806947782,22.56230562456769,0.6437091827392578,2025-07-25T17:26:28.232406,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113263,242,113505,11.802728652954102,0.5657281875610352,0.5657281875610352,11.237000465393066,9616.843980530795,20.503733256582994,200207.4538451035,21.53599626032719,0.5657281875610352,2025-07-25T17:26:40.346977,True,,True
