model_name,prompt_tokens,response_tokens,total_tokens,total_time,preprocess_time,first_token_time,generation_time,total_tokens_per_second,response_tokens_per_second,preprocess_speed,generation_speed,latency,timestamp,success,error_message,streaming_used
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113263,158,113421,9.010356187820435,0.6441206932067871,0.6441206932067871,8.366235494613647,12587.848652788502,17.53537781487188,175841.2688716993,18.885435403022495,0.6441206932067871,2025-07-25T17:26:49.679826,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113277,927,114204,25.4614040851593,0.6879613399505615,0.6879613399505615,24.77344274520874,4485.377146445986,36.40804713280996,164656.0546674619,37.41910276799476,0.6879613399505615,2025-07-25T17:27:15.459800,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113277,817,114094,25.459531784057617,0.6606438159942627,0.6606438159942627,24.798887968063354,4481.386420132203,32.09014238477054,171464.55814396625,32.945025641962395,0.6606438159942627,2025-07-25T17:27:41.234104,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113277,785,114062,25.371516942977905,0.6343307495117188,0.6343307495117188,24.737186193466187,4495.671278006459,30.940207547080274,178577.18561995597,31.733601140429684,0.6343307495117188,2025-07-25T17:28:06.918769,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113260,806,114066,25.46482563018799,0.6905918121337891,0.6905918121337891,24.7742338180542,4479.355235198519,31.651502810390532,164004.26128721322,32.53380128400291,0.6905918121337891,2025-07-25T17:28:32.688372,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113260,227,113487,11.226773023605347,0.5792026519775391,0.5792026519775391,10.647570371627808,10108.603760081629,20.219523412712732,195544.68477190626,21.3194176771894,0.5792026519775391,2025-07-25T17:28:44.228469,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113260,346,113606,12.988889217376709,0.6765670776367188,0.6765670776367188,12.31232213973999,8746.39841011319,26.638151593218346,167403.9481726226,28.10192878914609,0.6765670776367188,2025-07-25T17:28:57.506659,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113269,411,113680,12.426270246505737,0.6013650894165039,0.6013650894165039,11.824905157089233,9148.360509217702,33.07508945538771,188353.13521425615,34.75714980712538,0.6013650894165039,2025-07-25T17:29:10.221804,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113269,743,114012,21.91872477531433,0.5505821704864502,0.5505821704864502,21.36814260482788,5201.57998098523,33.897957459495714,205725.87721088863,34.7713890599049,0.5505821704864502,2025-07-25T17:29:32.455873,True,,True
Qwen_Qwen2.5-32B-Instruct-GPTQ-Int4,113269,283,113552,10.800556659698486,0.7039506435394287,0.7039506435394287,10.096606016159058,10513.532179661745,26.202353167220952,160904.7467170271,28.029220863632215,0.7039506435394287,2025-07-25T17:29:43.542135,True,,True
