model_name,prompt_tokens,response_tokens,total_tokens,total_time,preprocess_time,generation_time,total_tokens_per_second,preprocess_speed,generation_speed,timestamp,success,error_message,streaming_used
Qwen_Qwen3-235B-A22B-GPTQ-Int4,119436,1024,120460,20.0703547000885,1.110886812210083,18.959467887878418,6001.88695217573,107514.10376578772,54.009954607148345,2025-08-01T12:03:47.985366,True,,True
Qwen_Qwen3-235B-A22B-GPTQ-Int4,119430,1024,120454,20.062572479248047,1.123380422592163,18.939192056655884,6003.916004520008,106313.05085806928,54.06777633051834,2025-08-01T12:04:08.338062,True,,True
Qwen_Qwen3-235B-A22B-GPTQ-Int4,119424,1024,120448,20.03185200691223,1.1116163730621338,18.920235633850098,6012.823974460173,107432.74648881481,54.121947517818796,2025-08-01T12:04:28.652556,True,,True
Qwen_Qwen3-235B-A22B-GPTQ-Int4,119428,1024,120452,20.33857488632202,1.4162907600402832,18.92228412628174,5922.342183424349,84324.49280160744,54.11608837316501,2025-08-01T12:04:49.290868,True,,True
Qwen_Qwen3-235B-A22B-GPTQ-Int4,119437,1024,120461,20.929136753082275,1.2196705341339111,19.709466218948364,5755.660227231277,97925.62553363011,51.95473021057987,2025-08-01T12:05:10.530640,True,,True
Qwen_Qwen3-235B-A22B-GPTQ-Int4,119436,1024,120460,21.63908553123474,1.3411493301391602,20.29793620109558,5566.778680463327,89054.9600376023,50.44847859679102,2025-08-01T12:05:32.458341,True,,True
Qwen_Qwen3-235B-A22B-GPTQ-Int4,119427,1024,120451,20.62059736251831,1.347407579421997,19.273189783096313,5841.295374834369,88634.65058674458,53.13080042921107,2025-08-01T12:05:53.362216,True,,True
Qwen_Qwen3-235B-A22B-GPTQ-Int4,119440,1024,120464,20.122066020965576,1.149667501449585,18.97239851951599,5986.661601969012,103890.90745750515,53.97314414129877,2025-08-01T12:06:13.771328,True,,True
Qwen_Qwen3-235B-A22B-GPTQ-Int4,119426,1024,120450,20.217463970184326,1.2642393112182617,18.953224658966064,5957.720522100766,94464.71007527622,54.02774559080551,2025-08-01T12:06:34.270504,True,,True
Qwen_Qwen3-235B-A22B-GPTQ-Int4,119428,1024,120452,19.93710422515869,0.9438872337341309,18.99321699142456,6041.599554262311,126527.82634587454,53.91398415878343,2025-08-01T12:06:54.575076,True,,True
